id,title_info_primary_tsi,date_start_dtsi,date_start_tsim,subject_bbox_geospatial,subject_geojson_facet_ssim,filenames_ssim,exemplary_image_ssi
commonwealth:z603vg69x,"The provinces of New York, and New Jersey,",1777-01-01T00:00:00Z,1777,"ENVELOPE(-76.33333\, -73.66666\, 41.05\, 39.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-75.0\,40.0]}\,""properties"":{""placename"":""New Jersey""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-72.0\,54.0]}\,""properties"":{""placename"":""Quebec""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-74.0\,40.7]}\,""properties"":{""placename"":""New York\, NY""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-76.33333\,39.0]\,[-73.66666\,39.0]\,[-73.66666\,41.05]\,[-76.33333\,41.05]\,[-76.33333\,39.0]]]}\,""bbox"":[-76.33333\,39.0\,-73.66666\,41.05]}",487523_0001,commonwealth:6108vt361
commonwealth:z603vp92z,7th map to accompany Willards History of the United States,1828-01-01T00:00:00Z,1828,"ENVELOPE(-104.79171504764528\, -52.29980720023146\, 50.88196578015561\, 27.920432687394467)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-98.0\,38.0]}\,""properties"":{""placename"":""United States""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-104.79171504764528\,27.920432687394467]\,[-52.29980720023146\,27.920432687394467]\,[-52.29980720023146\,50.88196578015561]\,[-104.79171504764528\,50.88196578015561]\,[-104.79171504764528\,27.920432687394467]]]}\,""bbox"":[-104.79171504764528\,27.920432687394467\,-52.29980720023146\,50.88196578015561]}",510d47da-ee84-a3d9-e040-e00a18064a99,commonwealth:z603vp937
commonwealth:0r96fn08n,The victory war map,1942-01-01T00:00:00Z,1942,"ENVELOPE(-26.0\, 89.0\, 61.0\, 3.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[42.498942\,30.338258]}\,""properties"":{""placename"":""Middle East""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[15.016\,56.2]}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-26.0\,3.0]\,[89.0\,3.0]\,[89.0\,61.0]\,[-26.0\,61.0]\,[-26.0\,3.0]]]}\,""bbox"":[-26.0\,3.0\,89.0\,61.0]}",06_01_014781,commonwealth:0r96fn09x
commonwealth:m900rc33v,"Outline & index map of Charlestown, wards 3, 4 & 5, city of Boston",1901-01-01T00:00:00Z,1901,"ENVELOPE(-71.09205841219881\, -71.03269286326157\, 42.40019702414439\, 42.35624731098606)","{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-71.09205841219881\,42.35624731098606]\,[-71.03269286326157\,42.35624731098606]\,[-71.03269286326157\,42.40019702414439]\,[-71.09205841219881\,42.40019702414439]\,[-71.09205841219881\,42.35624731098606]]]}\,""bbox"":[-71.09205841219881\,42.35624731098606\,-71.03269286326157\,42.40019702414439]},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.05\,42.3667]}\,""properties"":{""placename"":""Charlestown\, MA""}}",06_01_013195,commonwealth:m900rc344
commonwealth:ht250b136,Das Europäische Russland,1877-01-01T00:00:00Z,1877,"ENVELOPE(2.0\, 72.0\, 72.0\, 35.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[47.0\,60.0]}\,""properties"":{""placename"":""Russia""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[2.0\,35.0]\,[72.0\,35.0]\,[72.0\,72.0]\,[2.0\,72.0]\,[2.0\,35.0]]]}\,""bbox"":[2.0\,35.0\,72.0\,72.0]}",06_01_015190,commonwealth:ht250b14g
commonwealth:cj82km873,"Post route map of the states of Michigan and Wisconsin showing post offices with the intermediate distances on mail routes in operation on the 1st of December, 1903",1903-01-01T00:00:00Z,1903,"ENVELOPE(-93.0\, -82.0\, 47.5\, 41.75)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-85.0\,44.0]}\,""properties"":{""placename"":""Michigan""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-90.0\,45.0]}\,""properties"":{""placename"":""Wisconsin""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-93.0\,41.75]\,[-82.0\,41.75]\,[-82.0\,47.5]\,[-93.0\,47.5]\,[-93.0\,41.75]]]}\,""bbox"":[-93.0\,41.75\,-82.0\,47.5]}",06_01_009102,commonwealth:cj82km88c
commonwealth:4m90f513n,The State of Florida,1846-01-01T00:00:00Z,1846,"ENVELOPE(-87.5\, -80.0\, 31.25\, 24.5)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-82.0\,28.0]}\,""properties"":{""placename"":""Florida""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-87.5\,24.5]\,[-80.0\,24.5]\,[-80.0\,31.25]\,[-87.5\,31.25]\,[-87.5\,24.5]]]}\,""bbox"":[-87.5\,24.5\,-80.0\,31.25]}",06_01_010949,commonwealth:4m90f514x
commonwealth:4m90f820p,"Map of the counties of Macomb & St. Clair, Michigan",1859-01-01T00:00:00Z,1859,"ENVELOPE(-83.1\, -82.4\, 43.17\, 42.44)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-82.95\,42.7]}\,""properties"":{""placename"":""Macomb (county)\, MI""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-83.1\,42.44]\,[-82.4\,42.44]\,[-82.4\,43.17]\,[-83.1\,43.17]\,[-83.1\,42.44]]]}\,""bbox"":[-83.1\,42.44\,-82.4\,43.17]}",06_01_011317,commonwealth:4m90f821z
commonwealth:9g54z1478,"Atlas of the city of Newton, Massachusetts",1886-01-01T00:00:00Z,1886,"ENVELOPE(-71.261707\, -71.197055\, 42.366752\, 42.324265)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.2\,42.3333]}\,""properties"":{""placename"":""Newton\, MA""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-71.261707\,42.324265]\,[-71.197055\,42.324265]\,[-71.197055\,42.366752]\,[-71.261707\,42.366752]\,[-71.261707\,42.324265]]]}\,""bbox"":[-71.261707\,42.324265\,-71.197055\,42.366752]}",G1234_N5_J33_1886_0021,commonwealth:9g54z148j
commonwealth:cj82kk06p,"Post route map of the states of Oregon and Washington with adjacent states of Idaho, Nevada, California and British Columbia",1891-01-01T00:00:00Z,1891,"ENVELOPE(-125.0\, -116.0\, 49.0\, 42.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-120.0\,44.0]}\,""properties"":{""placename"":""Oregon""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-120.0\,47.0]}\,""properties"":{""placename"":""Washington""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-125.0\,42.0]\,[-116.0\,42.0]\,[-116.0\,49.0]\,[-125.0\,49.0]\,[-125.0\,42.0]]]}\,""bbox"":[-125.0\,42.0\,-116.0\,49.0]}",06_01_009006,commonwealth:cj82kk07z
commonwealth:hx11z255f,[French Plan of York Town Virginia],1781-01-01T00:00:00Z,1781,"ENVELOPE(-76.531389\, -76.486667\, 37.253889\, 37.22)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-76.5\,37.2333]}\,""properties"":{""placename"":""Yorktown\, VA""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-76.531389\,37.22]\,[-76.486667\,37.22]\,[-76.486667\,37.253889]\,[-76.531389\,37.253889]\,[-76.531389\,37.22]]]}\,""bbox"":[-76.531389\,37.22\,-76.486667\,37.253889]}",add_ms_57715_12,commonwealth:hx11z256q
commonwealth:hx11z495t,[A map showing the post route between the River St. Lawrence and the Bay of Fundy],1784-01-01T00:00:00Z,1784,"ENVELOPE(-69.633333\, -65.71666\, 48.2\, 45.06666)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-63.0\,45.0]}\,""properties"":{""placename"":""Nova Scotian""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-69.8833\,46.55]}\,""properties"":{""placename"":""Saint John River\, ME""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-69.633333\,45.06666]\,[-65.71666\,45.06666]\,[-65.71666\,48.2]\,[-69.633333\,48.2]\,[-69.633333\,45.06666]]]}\,""bbox"":[-69.633333\,45.06666\,-65.71666\,48.2]}",k_top_119_59_2_c,commonwealth:hx11z4963
commonwealth:0r96fp03g,A view of the castle of Belem and the city of Lisbon as it appears from thence ; A map of the mouth of the famous river Tagus or the harbour of the city of Lisbon,1727-01-01T00:00:00Z,1727,"ENVELOPE(-71.064\, -71.05\, 42.359\, 42.353)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-9.133333\,38.716667]}\,""properties"":{""placename"":""Lisbon\, Portugal""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-9.4\,38.666667]}\,""properties"":{""placename"":""Tagus (river)""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-71.064\,42.353]\,[-71.05\,42.353]\,[-71.05\,42.359]\,[-71.064\,42.359]\,[-71.064\,42.353]]]}\,""bbox"":[-71.064\,42.353\,-71.05\,42.359]}",06_01_016048,commonwealth:0r96fp04r
commonwealth:0r96fk98d,"The travellers; or, a tour through Europe",1842-01-01T00:00:00Z,1842,"ENVELOPE(-25.0\, 55.0\, 72.0\, 30.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[15.016\,56.2]}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-25.0\,30.0]\,[55.0\,30.0]\,[55.0\,72.0]\,[-25.0\,72.0]\,[-25.0\,30.0]]]}\,""bbox"":[-25.0\,30.0\,55.0\,72.0]}",06_01_014387,commonwealth:0r96fk99p
commonwealth:x059cc987,"Extrema Americae versus Boream, ubi Terra Nova, Nova Francia, adjacentiaque",1662-01-01T00:00:00Z,1662,"ENVELOPE(-71.44\, -40.15\, 62.16\, 43.15)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-56.0\,52.0]}\,""properties"":{""placename"":""Newfoundland and Labrador""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-71.44\,43.15]\,[-40.15\,43.15]\,[-40.15\,62.16]\,[-71.44\,62.16]\,[-71.44\,43.15]]]}\,""bbox"":[-71.44\,43.15\,-40.15\,62.16]}",06_01_010219,commonwealth:x059cc99h
commonwealth:3f463891v,Haiti,1994-01-01T00:00:00Z,1994,"ENVELOPE(-75.41407017119276\, -71.28823445996947\, 20.909009180496962\, 16.931244848647147)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-72.4167\,19.0]}\,""properties"":{""placename"":""Haiti""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-75.41407017119276\,16.931244848647147]\,[-71.28823445996947\,16.931244848647147]\,[-71.28823445996947\,20.909009180496962]\,[-75.41407017119276\,20.909009180496962]\,[-75.41407017119276\,16.931244848647147]]]}\,""bbox"":[-75.41407017119276\,16.931244848647147\,-71.28823445996947\,20.909009180496962]}",05_04_000134,commonwealth:3f463c38z
commonwealth:z603vp68w,An exact map of North America,1770-01-01T00:00:00Z,1770,"ENVELOPE(165.0\, -25.0\, 80.0\, 7.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-104.466\,58.166]}\,""properties"":{""placename"":""North America""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-195.0\,7.0]\,[-25.0\,7.0]\,[-25.0\,80.0]\,[-195.0\,80.0]\,[-195.0\,7.0]]]}\,""bbox"":[165.0\,7.0\,-25.0\,80.0]}",434857,commonwealth:z603vp695
commonwealth:hx11z078b,[Chart of the Saint Lawrence River from Anticosti to Quebec],1755-01-01T00:00:00Z,1755,"ENVELOPE(-71.283333\, -63.2\, 50.566667\, 46.75)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-65.0\,49.5]}\,""properties"":{""placename"":""Saint Lawrence River""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-71.283333\,46.75]\,[-63.2\,46.75]\,[-63.2\,50.566667]\,[-71.283333\,50.566667]\,[-71.283333\,46.75]]]}\,""bbox"":[-71.283333\,46.75\,-63.2\,50.566667]}",add_ms_57705_1,commonwealth:hx11z079m
commonwealth:4m90fk51j,"Map of Central America, Cuba, Porto Rico, and the islands of the Caribbean Sea",1913-01-01T00:00:00Z,1913,"ENVELOPE(-106.39052521197777\, -52.23570804384893\, 35.561350444613005\, -0.22360926404375903)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-66.9667\,10.65]}\,""properties"":{""placename"":""Caribbean Sea""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-80.0\,10.0]}\,""properties"":{""placename"":""Central America""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-106.39052521197777\,-0.22360926404375903]\,[-52.23570804384893\,-0.22360926404375903]\,[-52.23570804384893\,35.561350444613005]\,[-106.39052521197777\,35.561350444613005]\,[-106.39052521197777\,-0.22360926404375903]]]}\,""bbox"":[-106.39052521197777\,-0.22360926404375903\,-52.23570804384893\,35.561350444613005]}",06_01_011890,commonwealth:4m90fk52t
commonwealth:4m90fk43v,A topographical map of the island of Barbados,1847-01-01T00:00:00Z,1847,"ENVELOPE(-59.66\, -59.42\, 13.34\, 13.04)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-59.5333\,13.1667]}\,""properties"":{""placename"":""Barbados""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-59.66\,13.04]\,[-59.42\,13.04]\,[-59.42\,13.34]\,[-59.66\,13.34]\,[-59.66\,13.04]]]}\,""bbox"":[-59.66\,13.04\,-59.42\,13.34]}",06_01_011886,commonwealth:4m90fk444
commonwealth:hx11z311k,A Correct Plan of the Province of New Hampshire together with part of Hudsons River from Albany to Lake George and from thence thro' Lake Champlain to Mont Real: taken from a great number of exact attested Plans of particular parts of the Country & accurate observations of the Sea Coast. Also a General View of the River St Lawrence from Mont Real to Quebec,1756-01-01T00:00:00Z,1756,"ENVELOPE(-72.7\, -70.6\, 46.71666\, 42.65)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-65.0\,49.5]}\,""properties"":{""placename"":""Saint Lawrence River""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-73.3333\,44.5]}\,""properties"":{""placename"":""Champlain\, Lake""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.6667\,44.0]}\,""properties"":{""placename"":""New Hampshire""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-75.0\,43.0]}\,""properties"":{""placename"":""New York""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-73.0\,44.0]}\,""properties"":{""placename"":""Vermont""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-72.7\,42.65]\,[-70.6\,42.65]\,[-70.6\,46.71666]\,[-72.7\,46.71666]\,[-72.7\,42.65]]]}\,""bbox"":[-72.7\,42.65\,-70.6\,46.71666]}",k_top_120_24,commonwealth:hx11z312v
commonwealth:hx11z569d,[Map of New England],1760-01-01T00:00:00Z,1760,"ENVELOPE(-72.766667\, -70.516667\, 42.866667\, 41.783333)","{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-72.766667\,41.783333]\,[-70.516667\,41.783333]\,[-70.516667\,42.866667]\,[-72.766667\,42.866667]\,[-72.766667\,41.783333]]]}\,""bbox"":[-72.766667\,41.783333\,-70.516667\,42.866667]}",add_ms_21686_71,commonwealth:hx11z5705
commonwealth:x633f873g,Carte du Mexique et de la Florida,1722-01-01T00:00:00Z,1722,"ENVELOPE(-118.0\, -61.0\, 44.0\, 8.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-104.466\,58.166]}\,""properties"":{""placename"":""North America""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-118.0\,8.0]\,[-61.0\,8.0]\,[-61.0\,44.0]\,[-118.0\,44.0]\,[-118.0\,8.0]]]}\,""bbox"":[-118.0\,8.0\,-61.0\,44.0]}",05_04_000116,commonwealth:8k71nt597
commonwealth:4m90fj392,State of Oaxaca,1900-01-01T00:00:00Z,1900,"ENVELOPE(-98.5\, -94.0\, 19.0\, 15.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-96.5\,17.0]}\,""properties"":{""placename"":""Oaxaca\, Mexico""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-98.5\,15.0]\,[-94.0\,15.0]\,[-94.0\,19.0]\,[-98.5\,19.0]\,[-98.5\,15.0]]]}\,""bbox"":[-98.5\,15.0\,-94.0\,19.0]}",06_01_011784,commonwealth:4m90fj40t
commonwealth:q524n4237,South America,1831-01-01T00:00:00Z,1831,"ENVELOPE(-85.0\, -20.0\, 12.0\, -56.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-56.683\,-3.55]}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-85.0\,-56.0]\,[-20.0\,-56.0]\,[-20.0\,12.0]\,[-85.0\,12.0]\,[-85.0\,-56.0]]]}\,""bbox"":[-85.0\,-56.0\,-20.0\,12.0]}",06_01_016029,commonwealth:q524n424h
commonwealth:7h14b2754,Calabria ultra olim altera magnae Graeciae pars,1640-01-01T00:00:00Z,1640,"ENVELOPE(15.27\, 17.15\, 39.12\, 37.52)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[16.5\,39.0]}\,""properties"":{""placename"":""Calabrian\, Italy""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[15.27\,37.52]\,[17.15\,37.52]\,[17.15\,39.12]\,[15.27\,39.12]\,[15.27\,37.52]]]}\,""bbox"":[15.27\,37.52\,17.15\,39.12]}",06_01_008755,commonwealth:7h14b276d
commonwealth:6h446x78q,"Atlas of the city of Boston, Boston proper and Back Bay : from actual surveys and official plans",1912-01-01T00:00:00Z,1912,"ENVELOPE(-71.1025\, -71.0475\, 42.37\, 42.33)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.05\,42.35]}\,""properties"":{""placename"":""Boston\, MA""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-71.1025\,42.33]\,[-71.0475\,42.33]\,[-71.0475\,42.37]\,[-71.1025\,42.37]\,[-71.1025\,42.33]]]}\,""bbox"":[-71.1025\,42.33\,-71.0475\,42.37]}",G1234_B6_B7_1912_0003,commonwealth:tm70rz64x
commonwealth:hx11z278r,[Map of Narragansett Bay],1777-01-01T00:00:00Z,1777,"ENVELOPE(-71.498056\, -71.076389\, 41.851111\, 41.4375)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.3167\,41.6]}\,""properties"":{""placename"":""Narragansett Bay\, RI""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-71.498056\,41.4375]\,[-71.076389\,41.4375]\,[-71.076389\,41.851111]\,[-71.498056\,41.851111]\,[-71.498056\,41.4375]]]}\,""bbox"":[-71.498056\,41.4375\,-71.076389\,41.851111]}",add_ms_57715_3,commonwealth:hx11z2791
commonwealth:hx11z4033,Rough PLAN of FORT LIGONIER,1758-01-01T00:00:00Z,1758,"ENVELOPE(-79.243888\, -79.23\, 40.24416\, 40.23555)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-79.2333\,40.2333]}\,""properties"":{""placename"":""Ligonier\, PA""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-79.243888\,40.23555]\,[-79.23\,40.23555]\,[-79.23\,40.24416]\,[-79.243888\,40.24416]\,[-79.243888\,40.23555]]]}\,""bbox"":[-79.243888\,40.23555\,-79.23\,40.24416]}",k_top_122_13,commonwealth:hx11z404c
commonwealth:3f4630100,The state of Rhode Island,1800-01-01T00:00:00Z,1800,"ENVELOPE(-71.85\, -71.1\, 42.05\, 41.2)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.5\,41.6667]}\,""properties"":{""placename"":""Rhode Island""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-71.85\,41.2]\,[-71.1\,41.2]\,[-71.1\,42.05]\,[-71.85\,42.05]\,[-71.85\,41.2]]]}\,""bbox"":[-71.85\,41.2\,-71.1\,42.05]}",06_01_004548,commonwealth:3f4630118
commonwealth:x059cd83t,Plan of Deer Island,1816-01-01T00:00:00Z,1816,"ENVELOPE(-70.96700537995369\, -70.95098418398865\, 42.366020696825146\, 42.34345854053893)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-70.95\,42.35]}\,""properties"":{""placename"":""Deer Island\, MA""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-70.96700537995369\,42.34345854053893]\,[-70.95098418398865\,42.34345854053893]\,[-70.95098418398865\,42.366020696825146]\,[-70.96700537995369\,42.366020696825146]\,[-70.96700537995369\,42.34345854053893]]]}\,""bbox"":[-70.96700537995369\,42.34345854053893\,-70.95098418398865\,42.366020696825146]}",06_01_005874,commonwealth:x059cd843
commonwealth:7h14b3831,"Insula Gaditana, vulgo Isla de Cadiz",1662-01-01T00:00:00Z,1662,"ENVELOPE(-6.1906\, -6.0935\, 36.3249\, 36.2312)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-2.333\,37.166]}\,""properties"":{""placename"":""Cádiz\, Spain""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-6.1906\,36.2312]\,[-6.0935\,36.2312]\,[-6.0935\,36.3249]\,[-6.1906\,36.3249]\,[-6.1906\,36.2312]]]}\,""bbox"":[-6.1906\,36.2312\,-6.0935\,36.3249]}",06_01_008867,commonwealth:7h14b3849
commonwealth:7h14b1499,Colton's Massachusetts and Rhode Island,1867-01-01T00:00:00Z,1867,"ENVELOPE(-73.73141624557603\, -69.488219081117\, 43.382836622599775\, 40.76378535442318)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.8333\,42.25]}\,""properties"":{""placename"":""Massachusetts""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.5\,41.6667]}\,""properties"":{""placename"":""Rhode Island""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-73.73141624557603\,40.76378535442318]\,[-69.488219081117\,40.76378535442318]\,[-69.488219081117\,43.382836622599775]\,[-73.73141624557603\,43.382836622599775]\,[-73.73141624557603\,40.76378535442318]]]}\,""bbox"":[-73.73141624557603\,40.76378535442318\,-69.488219081117\,43.382836622599775]}",06_01_008699,commonwealth:7h14b1502
commonwealth:7h14b187q,Touraine,1633-01-01T00:00:00Z,1633,"ENVELOPE(0.0256\, 1.3851\, 47.4125\, 47.0159)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[0.75\,47.25]}\,""properties"":{""placename"":""Indre-et-Loire\, France""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[0.0256\,47.0159]\,[1.3851\,47.0159]\,[1.3851\,47.4125]\,[0.0256\,47.4125]\,[0.0256\,47.0159]]]}\,""bbox"":[0.0256\,47.0159\,1.3851\,47.4125]}",06_01_008691,commonwealth:7h14b1880
commonwealth:ht250b99s,Africa,1910-01-01T00:00:00Z,1910,"ENVELOPE(-25.0\, 55.0\, 40.0\, -35.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[16.066\,2.383]}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-25.0\,-35.0]\,[55.0\,-35.0]\,[55.0\,40.0]\,[-25.0\,40.0]\,[-25.0\,-35.0]]]}\,""bbox"":[-25.0\,-35.0\,55.0\,40.0]}",06_01_015349,commonwealth:ht250c00b
commonwealth:wd376598f,Russell's map of Massachusetts,1880-01-01T00:00:00Z,1880,"ENVELOPE(-73.8426671672063\, -69.70352022962021\, 43.04932001095488\, 40.94909904457982)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.8333\,42.25]}\,""properties"":{""placename"":""Massachusetts""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-73.8426671672063\,40.94909904457982]\,[-69.70352022962021\,40.94909904457982]\,[-69.70352022962021\,43.04932001095488]\,[-73.8426671672063\,43.04932001095488]\,[-73.8426671672063\,40.94909904457982]]]}\,""bbox"":[-73.8426671672063\,40.94909904457982\,-69.70352022962021\,43.04932001095488]}",06_01_002617,commonwealth:wd376599q
commonwealth:cj82ks15w,"A new map of Nova Scotia, and Cape Britain",1768-01-01T00:00:00Z,1768,"ENVELOPE(-74.0\, -58.5\, 50.5\, 42.5)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-63.5\,46.3333]}\,""properties"":{""placename"":""Prince Edward Island""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-65.0\,49.5]}\,""properties"":{""placename"":""Saint Lawrence""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-74.0\,42.5]\,[-58.5\,42.5]\,[-58.5\,50.5]\,[-74.0\,50.5]\,[-74.0\,42.5]]]}\,""bbox"":[-74.0\,42.5\,-58.5\,50.5]}",4000137_0033,commonwealth:q524mv313
commonwealth:cj82m4154,"Carta particolare della parte ocidentale della nuova Spagnia, è del la California",1647-01-01T00:00:00Z,1647,"ENVELOPE(-116.0\, -98.0\, 27.0\, 15.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-102.0\,23.0]}\,""properties"":{""placename"":""Mexico""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-113.5\,28.0]}\,""properties"":{""placename"":""Baja California\, Mexico""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-116.0\,15.0]\,[-98.0\,15.0]\,[-98.0\,27.0]\,[-116.0\,27.0]\,[-116.0\,15.0]]]}\,""bbox"":[-116.0\,15.0\,-98.0\,27.0]}",06_01_010183,commonwealth:cj82m416d
